Format Version,1.0,
Take Name,TrunkStability_DS_MOCAP_Raw_9,
Capture Frame Rate,1920.00,
Export Frame Rate,120.00,
Capture Start Time,09 Aug 2021 09:22:57 -0400,
Total Frames In Take,1605,
Total Exported Frames,25680,
Coordinate Space,Local,
Device Name,NIDAQ USB-6343 (BNC) 31369206,
Device Type,1,
Device Channel Count,10,
Mocap Rate,120.00,
Mocap Rate Multiple,16.00

MocapFrame, MocapTime, DeviceFrame,ESR,ESL,IntOblR,IntOblL,LatR,LatL,AbsR,AbsL,ExtOblR,ExtOblL
248,2.066667,3980,0.017357,-0.001040,0.012429,0.040025,0.005202,0.013086,-0.027978,0.028198,0.008487,0.005859
248,2.066667,3981,0.012758,0.000603,0.013086,0.041010,0.001917,0.014729,-0.026664,0.027870,0.009801,0.027541
248,2.066667,3982,0.005531,0.000603,0.012101,0.045938,0.001260,0.001588,-0.024036,0.026227,0.021956,0.017029
248,2.066667,3983,-0.003339,0.000931,0.010787,0.047909,-0.002354,-0.000054,-0.026664,0.028527,0.042653,0.030826
249,2.075000,3984,-0.005967,-0.020751,0.016700,0.047909,-0.006953,0.000274,-0.029621,0.028527,0.032140,0.024913
249,2.075000,3985,-0.009910,-0.027650,0.005531,0.043638,-0.008267,-0.001368,-0.028635,0.026227,0.029512,0.044624
249,2.075000,3986,-0.007610,-0.036519,0.007173,0.040025,-0.005639,-0.002025,-0.026335,0.024256,0.031812,0.042324
249,2.075000,3987,-0.016151,-0.044075,0.005859,0.042324,-0.000383,-0.007282,-0.027321,0.025899,0.043310,0.054480
249,2.075000,3988,-0.024693,-0.036848,0.002245,0.042981,-0.003339,-0.009581,-0.026335,0.028198,0.051194,0.059736
249,2.075000,3989,-0.023707,-0.040133,0.001260,0.048566,-0.008267,-0.011224,-0.028964,0.022942,0.043638,0.064992
249,2.075000,3990,-0.020422,-0.025350,0.007502,0.032140,-0.004653,-0.014180,-0.030935,0.024585,0.040682,0.059407
249,2.075000,3991,-0.017137,-0.021736,0.013415,0.030169,-0.007282,-0.015823,-0.030935,0.023270,0.044953,0.053165
249,2.075000,3992,-0.019765,-0.033563,0.017357,0.029184,-0.000711,-0.016480,-0.024693,0.014072,0.024256,0.051851
249,2.075000,3993,-0.043747,-0.048018,0.019000,0.029184,0.004545,-0.018123,-0.031920,0.021628,0.035426,0.026556
249,2.075000,3994,-0.047361,-0.050974,0.015386,0.023270,0.013086,-0.021079,-0.029292,0.018671,0.025899,0.060721
249,2.075000,3995,-0.040462,-0.044404,0.017686,0.021299,0.019000,-0.029621,-0.029949,0.019657,0.024585,0.030169
249,2.075000,3996,-0.032577,-0.037834,0.018343,0.014729,0.019000,-0.012538,-0.033563,0.020642,0.019985,0.033783
249,2.075000,3997,-0.025350,-0.036519,0.017357,0.012429,0.014401,-0.015494,-0.033563,0.027870,0.036411,0.041667
249,2.075000,3998,-0.012866,-0.025350,0.014072,-0.001368,0.014072,-0.015823,-0.032577,0.020314,0.014401,0.028855
249,2.075000,3999,0.001588,-0.012538,0.019985,-0.009581,0.019657,-0.014509,-0.032906,0.017029,0.016372,0.023270
250,2.083333,4000,0.015386,0.004217,0.020642,-0.016151,0.021628,-0.005967,-0.032577,0.018671,0.012758,0.020314
250,2.083333,4001,0.019328,0.006516,0.022613,-0.018451,0.014072,-0.007939,-0.032249,0.018343,0.005202,0.018014
250,2.083333,4002,0.020314,0.002902,0.024913,-0.018780,0.015058,-0.007610,-0.032906,0.019000,-0.003011,0.014072
250,2.083333,4003,0.017029,-0.003668,0.025899,-0.013523,0.012429,-0.004325,-0.032249,0.019000,0.022285,0.007502
250,2.083333,4004,0.011772,-0.001697,0.024913,-0.006953,0.015386,-0.001040,-0.030935,0.019985,0.015715,0.011772
250,2.083333,4005,0.010458,0.001588,0.029841,-0.003668,0.011444,0.010787,-0.034548,0.021956,-0.003339,0.002574
250,2.083333,4006,-0.001040,-0.003011,0.031483,-0.000711,0.011444,0.011115,-0.036191,0.023599,0.008816,0.004217
250,2.083333,4007,0.008159,-0.022065,0.032469,0.003888,0.009473,0.009144,-0.029621,0.019985,0.009473,-0.003011
250,2.083333,4008,0.001260,-0.019437,0.033783,-0.001368,0.008487,0.009144,-0.029621,0.024585,0.004545,0.010787
250,2.083333,4009,0.005202,-0.026335,0.023599,0.012101,0.008487,0.009473,-0.028307,0.023599,0.015058,0.017686
250,2.083333,4010,0.011115,-0.020094,0.022285,0.011772,0.001260,0.017029,-0.029292,0.022285,0.006188,0.017357
250,2.083333,4011,0.006516,-0.012538,0.019657,0.012429,0.000274,0.009473,-0.035205,0.021299,0.005531,0.017686
250,2.083333,4012,0.013415,-0.012538,0.021299,0.014401,-0.001697,0.004545,-0.029292,0.020971,0.006845,0.014401
250,2.083333,4013,0.007502,-0.006296,0.023270,0.023270,-0.004325,0.001917,-0.028635,0.024585,0.020314,0.015386
250,2.083333,4014,0.004217,0.002574,0.017357,0.019657,-0.001697,0.000931,-0.030278,0.022613,0.018014,0.022613
250,2.083333,4015,0.007502,0.006845,0.020642,0.021628,-0.004325,-0.012209,-0.028964,0.021299,0.022942,0.025242
251,2.091667,4016,0.012758,0.011772,0.020642,0.021628,-0.011552,-0.005310,-0.026993,0.016700,0.012758,0.020314
251,2.091667,4017,0.011772,0.018014,0.024256,0.022942,-0.011552,-0.007610,-0.026993,0.022285,-0.003011,0.030826
251,2.091667,4018,0.014401,0.024585,0.018671,0.021299,-0.012209,-0.008596,-0.026993,0.022285,0.028527,0.043310
251,2.091667,4019,0.017686,0.034440,0.016700,0.024585,-0.021079,-0.006624,-0.027321,0.023599,0.026227,0.046267
251,2.091667,4020,0.024913,0.036083,0.015058,0.020971,-0.010895,-0.003339,-0.029292,0.023928,0.032140,0.044953
251,2.091667,4021,0.015058,0.033783,0.010787,0.026884,-0.012866,-0.003668,-0.030935,0.030169,0.038382,0.056779
251,2.091667,4022,0.014072,0.023270,0.020314,0.031155,-0.013523,-0.003011,-0.028964,0.026227,0.034440,0.045281
251,2.091667,4023,0.013744,0.021956,0.015386,0.035097,-0.012866,0.000603,-0.028307,0.024585,0.041339,0.063349
251,2.091667,4024,0.012758,0.020314,0.016700,0.040353,-0.003996,0.006188,-0.027978,0.025570,0.033454,0.053165
251,2.091667,4025,0.011444,0.015386,0.019657,0.036411,0.004217,0.010130,-0.024036,0.025899,0.027213,0.048566
251,2.091667,4026,0.000931,0.012429,0.020971,0.036083,0.009144,0.014401,-0.026335,0.026227,0.026556,0.050866
251,2.091667,4027,-0.003996,0.012429,0.022285,0.040682,0.015715,0.014729,-0.026335,0.026227,0.029512,0.023928
251,2.091667,4028,-0.006624,0.012429,0.021956,0.036740,0.022942,0.011115,-0.026664,0.026884,0.024256,0.024256
251,2.091667,4029,-0.007939,0.010787,0.022942,0.038054,0.023599,0.013744,-0.026664,0.029841,0.026227,0.042981
251,2.091667,4030,-0.004325,0.004545,0.023599,0.038382,0.024256,0.000603,-0.017794,0.025570,0.022285,0.023270
251,2.091667,4031,0.001260,-0.007282,0.023599,0.034112,0.024585,0.001588,-0.026993,0.022285,-0.001368,0.018343
252,2.100000,4032,-0.000383,-0.008267,0.022613,0.034112,0.025899,0.001588,-0.026335,0.021299,-0.007939,0.052180
252,2.100000,4033,-0.005967,-0.018123,0.022285,0.033126,0.029184,0.003560,-0.025021,0.022285,0.003560,0.002902
252,2.100000,4034,-0.011881,-0.022393,0.018671,0.033783,0.019657,0.007830,-0.026664,0.023599,0.012101,0.017029
252,2.100000,4035,-0.008924,-0.025021,0.016043,0.037725,0.019985,-0.000383,-0.026993,0.024913,-0.000054,-0.002682
252,2.100000,4036,-0.009253,-0.030278,0.014401,0.042653,0.019657,-0.003668,-0.029292,0.021628,0.031155,-0.005967
252,2.100000,4037,-0.012209,-0.025678,0.010130,0.048566,0.022285,-0.003339,-0.029292,0.025242,-0.011881,-0.018780
252,2.100000,4038,-0.015823,-0.021408,0.006516,0.036740,0.031483,-0.005967,-0.027650,0.025242,0.001917,-0.014837
252,2.100000,4039,-0.016808,-0.023707,0.007173,0.036740,0.021956,-0.005639,-0.037177,0.025242,0.008159,-0.009910
252,2.100000,4040,-0.016808,-0.033563,0.009473,0.030826,0.023599,-0.009910,-0.031920,0.019657,0.011444,0.006845
252,2.100000,4041,-0.014180,-0.040462,0.013086,0.030169,0.021956,-0.009581,-0.031263,0.020971,-0.004653,0.037397
252,2.100000,4042,-0.012209,-0.038491,0.004217,0.026556,0.020971,-0.008267,-0.031263,0.019000,0.016043,0.029841
252,2.100000,4043,-0.006624,-0.027978,0.005859,0.027541,0.020642,-0.018123,-0.031920,0.018671,0.015715,0.006845
252,2.100000,4044,-0.002682,-0.011552,0.004874,0.026227,0.012101,-0.008267,-0.032577,0.020642,0.011772,0.018014
252,2.100000,4045,0.002245,0.001917,0.005531,0.028198,0.011772,-0.006296,-0.031263,0.021956,0.041339,0.023270
252,2.100000,4046,0.000274,-0.009253,0.013086,0.027213,0.013415,-0.007939,-0.028635,0.024256,0.019657,0.004874
252,2.100000,4047,-0.002682,-0.013852,0.003231,0.026556,0.008816,-0.006624,-0.028307,0.022942,0.022613,0.033126
253,2.108333,4048,-0.003996,-0.019437,0.006845,0.022942,0.012758,-0.014509,-0.027321,0.021956,0.024913,0.034112
253,2.108333,4049,-0.006296,-0.016480,0.012429,0.018014,0.009144,-0.000383,-0.027321,0.024585,0.020642,0.038382
253,2.108333,4050,-0.009253,-0.013852,0.012758,0.018014,0.006516,-0.003339,-0.025021,0.023270,0.040353,0.017686
253,2.108333,4051,-0.017466,-0.019437,0.021956,0.019985,0.006516,-0.006624,-0.025678,0.023599,0.045281,0.034112
253,2.108333,4052,-0.025350,-0.018780,0.025242,0.026227,-0.004325,-0.005310,-0.027978,0.023599,0.032469,0.058093
253,2.108333,4053,-0.029621,-0.010895,0.031155,0.025570,0.014072,-0.015166,-0.027321,0.020314,0.033454,0.051523
253,2.108333,4054,-0.019437,0.001260,0.030826,0.023599,0.007502,-0.002354,-0.025678,0.023928,0.007502,0.039039
253,2.108333,4055,-0.028635,0.000931,0.033126,0.023270,0.011444,-0.000054,-0.030935,0.023599,0.004217,0.048238
253,2.108333,4056,-0.030278,-0.015494,0.032140,0.021628,0.012758,0.004545,-0.026993,0.023599,0.028855,0.067292
253,2.108333,4057,-0.028635,-0.034548,0.032797,0.036740,0.003888,0.005531,-0.028635,0.024585,0.007830,0.042653
253,2.108333,4058,-0.025021,-0.048018,0.028527,0.033454,0.011772,-0.002354,-0.027650,0.026884,0.022942,0.033126
253,2.108333,4059,-0.023707,-0.059844,0.030498,0.027213,0.005531,0.004217,-0.024693,0.028855,-0.000383,0.024585
253,2.108333,4060,-0.026335,-0.069043,0.020642,0.026556,0.003231,0.009473,-0.028964,0.022942,0.023270,0.018343
253,2.108333,4061,-0.033234,-0.071671,0.035754,0.021628,0.001917,0.009473,-0.028964,0.024256,0.017029,0.010130
253,2.108333,4062,-0.034548,-0.068386,0.028855,0.018343,0.002245,0.014072,-0.031263,0.023928,0.010130,0.020971
253,2.108333,4063,-0.028307,-0.055245,0.026884,0.018671,0.000274,0.005531,-0.027978,0.022613,0.002245,0.014072
254,2.116667,4064,-0.020751,-0.051960,0.025570,0.019000,0.003888,0.002902,-0.028964,0.018014,-0.000383,0.009144
254,2.116667,4065,-0.018451,-0.029621,0.020314,0.020314,0.003560,-0.000711,-0.029292,0.023270,-0.015823,0.009473
254,2.116667,4066,-0.019765,-0.038162,0.021628,0.020642,0.007830,-0.002682,-0.031920,0.020642,0.011772,0.016372
254,2.116667,4067,-0.020751,-0.038162,0.028855,0.015386,0.006188,0.000274,-0.035862,0.023599,0.003560,0.016700
254,2.116667,4068,-0.024364,-0.028964,0.035426,0.012429,0.012429,-0.001040,-0.037177,0.023270,0.009473,0.010458
254,2.116667,4069,0.002245,-0.024364,0.040353,0.007173,0.014401,0.000931,-0.027321,0.016372,0.001588,0.002902
254,2.116667,4070,0.006516,0.006516,0.041667,0.001588,0.015386,0.002245,-0.030935,0.023599,-0.005967,0.008159
254,2.116667,4071,0.014729,0.014729,0.035097,-0.000711,0.016700,0.002902,-0.028964,0.022942,0.002902,0.013744
254,2.116667,4072,0.025570,0.022613,0.033454,0.004545,0.017029,-0.001040,-0.029949,0.025242,0.001917,0.004217
254,2.116667,4073,0.039696,0.028855,0.030826,0.009144,0.015715,0.009144,-0.034877,0.025242,0.000603,0.013086
254,2.116667,4074,0.053494,0.039039,0.032469,0.013086,0.010130,0.009473,-0.030278,0.024256,0.002902,0.015058
254,2.116667,4075,0.062035,0.041667,0.028198,0.016372,0.008816,0.008487,-0.028635,0.024585,0.012758,0.012758
254,2.116667,4076,0.060721,0.036411,0.031483,0.014401,0.008159,0.009144,-0.026993,0.024913,0.019657,0.027213
254,2.116667,4077,0.051523,0.028527,0.029512,0.020314,0.007173,0.002902,-0.027650,0.025242,0.015386,0.020971
254,2.116667,4078,0.046595,0.026556,0.027541,0.018343,0.001917,0.007173,-0.024364,0.024585,0.008159,0.028855
254,2.116667,4079,0.045281,0.037397,0.028198,0.014401,-0.000711,0.006188,-0.024693,0.025899,-0.002682,0.028855
255,2.125000,4080,0.051851,0.050866,0.017029,0.015058,-0.002682,0.009801,-0.025350,0.025570,0.026884,0.046595
255,2.125000,4081,0.044624,0.049223,0.023928,0.019657,-0.010238,0.011115,-0.026335,0.025570,0.031483,0.044953
255,2.125000,4082,0.029512,0.038711,0.020314,0.022285,-0.008267,0.021628,-0.027321,0.024256,0.034112,0.042981
255,2.125000,4083,0.016372,0.024585,0.020642,0.026227,-0.007610,0.010130,-0.029621,0.029512,0.059079,0.053494
255,2.125000,4084,0.011444,0.021956,0.018014,0.035097,-0.005967,0.006845,-0.026007,0.027541,0.075505,0.059736
255,2.125000,4085,0.010458,0.019985,0.020314,0.032140,-0.001040,-0.000711,-0.025350,0.025570,0.036740,0.078461
255,2.125000,4086,0.009801,0.017686,0.021299,0.037397,0.006188,-0.006624,-0.024364,0.023270,0.046924,0.047252
255,2.125000,4087,0.007502,0.009473,0.019000,0.037397,0.005531,-0.009253,-0.019765,0.023928,0.043310,0.054151
255,2.125000,4088,-0.002354,0.005531,0.012101,0.039696,0.008159,-0.009581,-0.032577,0.030498,0.050209,0.066635
255,2.125000,4089,0.006845,0.006188,0.009473,0.041010,0.014401,-0.011552,-0.029292,0.020971,0.032140,0.078461
255,2.125000,4090,0.007502,0.004217,0.011444,0.050209,0.017029,-0.013195,-0.031920,0.022285,0.027870,0.032140
255,2.125000,4091,0.007502,0.003560,0.014401,0.040353,0.015715,-0.005967,-0.030278,0.020314,0.029512,0.043310
255,2.125000,4092,0.005202,0.001260,0.010458,0.045281,0.015715,-0.016151,-0.022393,0.019328,0.036411,0.033783
255,2.125000,4093,-0.000054,0.001260,0.008159,0.044953,0.017357,-0.012866,-0.029621,0.021628,0.043638,0.030169
255,2.125000,4094,0.002245,-0.005639,0.011772,0.041010,0.017686,-0.015823,-0.028964,0.021299,0.014401,0.043967
255,2.125000,4095,0.004874,-0.000711,0.005859,0.034440,0.026227,-0.017794,-0.028307,0.022285,0.019657,0.024256
256,2.133333,4096,0.008816,0.001260,0.006845,0.030826,0.016043,-0.011552,-0.028635,0.022613,0.006188,0.014401
256,2.133333,4097,0.012758,0.003231,0.007830,0.029841,0.021628,-0.014837,-0.028964,0.024913,0.015715,0.007830
256,2.133333,4098,0.005859,0.008816,0.003560,0.033126,0.018343,-0.011224,-0.029621,0.027870,0.020642,0.018343
256,2.133333,4099,0.003888,-0.000383,0.003888,0.033454,0.014729,-0.011224,-0.032577,0.022613,0.006188,-0.002354
256,2.133333,4100,0.001588,-0.000711,0.000931,0.034440,0.019000,-0.012538,-0.032249,0.024913,0.014401,0.015715
256,2.133333,4101,0.006188,0.001260,0.004217,0.038711,0.017357,-0.009910,-0.030278,0.023599,0.010787,0.012101
256,2.133333,4102,0.010130,0.009144,0.006188,0.040025,0.010787,-0.006296,-0.033234,0.023270,0.021628,0.007173
256,2.133333,4103,0.012101,0.028527,0.008816,0.035426,0.011772,-0.007610,-0.029621,0.028527,-0.014509,0.011772
256,2.133333,4104,0.011444,0.018671,0.007830,0.039696,0.003560,-0.006624,-0.030278,0.023928,0.010787,0.011115
256,2.133333,4105,0.005531,0.009144,0.009801,0.036083,-0.011881,0.002245,-0.032249,0.024256,0.015058,0.003560
256,2.133333,4106,0.002245,-0.008596,0.006845,0.031155,-0.006296,0.002902,-0.028964,0.022285,0.009801,0.017029
256,2.133333,4107,0.006516,-0.016480,-0.000054,0.035426,-0.006624,0.006845,-0.027321,0.019985,-0.006624,0.002245
256,2.133333,4108,-0.004982,-0.018780,0.000274,0.034112,-0.003011,0.005202,-0.031592,0.019328,0.029184,-0.007939
256,2.133333,4109,-0.010238,-0.019437,0.001260,0.022613,0.000603,0.001588,-0.029621,0.022942,0.009144,0.017686
256,2.133333,4110,-0.024036,-0.031920,-0.005967,0.026556,-0.003339,0.005859,-0.031592,0.024585,0.015715,0.033454
256,2.133333,4111,-0.041447,-0.046375,-0.001040,0.023928,-0.000711,0.001917,-0.026993,0.021299,0.022285,0.027213
257,2.141667,4112,-0.047361,-0.044404,-0.000711,0.021956,-0.000711,-0.006296,-0.031592,0.024585,0.024256,0.033783
257,2.141667,4113,-0.041119,-0.048675,-0.007610,0.022942,-0.002025,-0.006953,-0.030278,0.022613,0.044296,0.033783
257,2.141667,4114,-0.030606,-0.044075,0.002574,0.022942,-0.007610,-0.006953,-0.032249,0.021628,0.032140,0.044953
257,2.141667,4115,-0.024693,-0.035534,-0.002354,0.015715,0.003231,0.000274,-0.031920,0.020642,0.026556,0.044296
257,2.141667,4116,-0.010567,-0.025678,0.000274,0.010458,0.000603,0.002902,-0.032249,0.025570,0.037725,0.038711
257,2.141667,4117,0.001588,-0.017794,0.007173,0.000931,0.001588,0.008487,-0.030935,0.018014,0.025242,0.048566
257,2.141667,4118,0.006188,0.008816,0.015058,-0.001368,0.000931,0.006516,-0.029621,0.025242,0.032140,0.035097
257,2.141667,4119,0.010458,0.012101,0.014729,-0.005639,0.004545,-0.000054,-0.028307,0.024256,0.036411,0.061050
257,2.141667,4120,0.003231,0.004545,0.018343,-0.005967,-0.000383,-0.003668,-0.027978,0.024913,0.031155,0.056451
257,2.141667,4121,-0.020422,-0.010895,0.018014,-0.000711,0.001917,-0.001368,-0.032906,0.025899,0.034112,0.057108
257,2.141667,4122,-0.017794,-0.018780,0.019328,0.003231,0.003888,0.001260,-0.028635,0.024585,0.032469,0.041996
257,2.141667,4123,-0.027321,-0.025678,0.031155,0.005531,0.002245,0.002245,-0.028964,0.026884,0.039696,0.026556
257,2.141667,4124,-0.023707,-0.022722,0.035097,-0.004325,-0.000383,0.003231,-0.025350,0.024256,0.028855,0.056451
257,2.141667,4125,-0.016480,-0.020751,0.038711,-0.006953,-0.003011,-0.000054,-0.026664,0.024256,0.016043,0.044953
257,2.141667,4126,-0.015166,-0.024364,0.041339,-0.008267,-0.001368,0.005531,-0.030935,0.024913,0.006845,0.034769
257,2.141667,4127,-0.019437,-0.032577,0.040025,-0.005639,-0.000711,0.004545,-0.027650,0.025242,0.007830,0.028527
258,2.150000,4128,-0.035205,-0.046703,0.036083,-0.002025,0.000603,0.002245,-0.027978,0.025242,0.020314,-0.003011
258,2.150000,4129,-0.048346,-0.061815,0.042653,-0.002354,-0.003668,0.001588,-0.026993,0.026227,0.017357,0.021299
258,2.150000,4130,-0.047689,-0.072985,0.044624,-0.004653,0.002245,-0.005639,-0.025350,0.025242,0.013415,0.013415
258,2.150000,4131,-0.033234,-0.067400,0.047909,-0.004982,-0.001040,0.003231,-0.025350,0.019657,0.000603,-0.002025
258,2.150000,4132,-0.026007,-0.061158,0.048895,-0.003996,0.001588,0.000274,-0.026007,0.024913,-0.026335,0.004217
258,2.150000,4133,-0.016480,-0.047361,0.040682,0.002245,0.008816,-0.001697,-0.024036,0.023928,0.001917,0.008159
258,2.150000,4134,-0.017466,-0.038162,0.039368,0.007502,0.002574,-0.002025,-0.023379,0.021628,0.003560,-0.004653
258,2.150000,4135,-0.011881,-0.037177,0.036740,0.006845,0.012429,-0.000711,-0.025678,0.019657,-0.000054,-0.006624
258,2.150000,4136,-0.017466,-0.032906,0.032797,0.008816,0.010787,-0.000383,-0.027978,0.026556,0.005531,-0.001697
258,2.150000,4137,-0.017794,-0.034220,0.028527,0.010787,0.010787,-0.002682,-0.028964,0.020971,0.013086,-0.005967
258,2.150000,4138,-0.019108,-0.034220,0.036411,0.003231,0.011772,-0.003668,-0.029621,0.023599,0.002902,-0.001040
258,2.150000,4139,-0.015494,-0.038491,0.031155,0.010458,0.010787,-0.002682,-0.027978,0.024913,0.012758,0.010787
258,2.150000,4140,-0.003339,-0.041447,0.033783,0.009801,0.012758,-0.010895,-0.023707,0.021628,0.023599,0.009473
258,2.150000,4141,0.010130,-0.033563,0.033783,0.009144,0.014072,-0.010238,-0.030278,0.019985,0.010458,0.014401
258,2.150000,4142,0.018343,-0.011224,0.024913,0.013086,0.016700,-0.010567,-0.028964,0.020971,0.014072,0.041667
258,2.150000,4143,0.019000,-0.008924,0.025570,0.018671,0.011772,-0.011224,-0.028635,0.020314,0.013744,0.027213
259,2.158333,4144,0.018671,-0.001697,0.018014,0.020314,0.017029,-0.007282,-0.030606,0.024913,0.018343,0.035426
259,2.158333,4145,0.021299,0.004217,0.018343,0.017029,0.020642,-0.016480,-0.029949,0.025899,0.034769,0.037068
259,2.158333,4146,0.033126,0.016043,0.016372,0.017029,0.019000,-0.014837,-0.034877,0.023270,0.053822,0.036083
259,2.158333,4147,0.031812,0.030826,0.014729,0.014072,0.019328,-0.015494,-0.035205,0.022285,0.012758,0.075176
259,2.158333,4148,0.031483,0.030826,0.014072,0.015058,0.023270,-0.015166,-0.034877,0.018014,0.027213,0.036083
259,2.158333,4149,0.029841,0.032140,0.013415,0.020314,0.010458,-0.007282,-0.035862,0.018343,0.023599,0.052508
259,2.158333,4150,0.025570,0.030498,0.017357,0.023270,0.011115,-0.017794,-0.035205,0.024585,0.042981,0.060064
259,2.158333,4151,0.027870,0.032140,0.012758,0.027213,0.003231,-0.013852,-0.031592,0.023599,0.073533,0.056779
259,2.158333,4152,0.027213,0.024585,0.007830,0.034769,0.000931,-0.009910,-0.028964,0.020971,0.036740,0.059079
259,2.158333,4153,0.026227,0.027870,0.013415,0.028855,-0.000383,-0.006624,-0.026664,0.022942,0.030498,0.055137
259,2.158333,4154,0.021299,0.032797,0.012429,0.027870,0.002245,0.000274,-0.028307,0.026884,0.025242,0.055465
259,2.158333,4155,0.028527,0.038054,0.014072,0.026884,0.005202,-0.001040,-0.024036,0.019657,0.007173,0.034112
259,2.158333,4156,0.023599,0.042324,0.017357,0.028198,0.012429,-0.003011,-0.030606,0.023599,0.037725,0.029184
259,2.158333,4157,0.025570,0.038711,0.014072,0.036083,0.016043,-0.004325,-0.029292,0.023599,0.018014,0.037068
259,2.158333,4158,0.022613,0.028855,0.018014,0.034769,0.013086,-0.003668,-0.029949,0.023928,0.006188,0.020642
259,2.158333,4159,0.010458,0.020314,0.014729,0.041339,0.014072,-0.001040,-0.040133,0.024585,0.010130,0.020642
260,2.166667,4160,-0.002025,0.022942,0.014729,0.044953,0.012758,-0.003011,-0.027321,0.026884,-0.004325,0.014729
260,2.166667,4161,-0.008924,0.014729,0.022613,0.045281,0.011772,0.002245,-0.031263,0.024913,0.029184,-0.009581
260,2.166667,4162,-0.009581,0.020314,0.016372,0.041010,0.015715,0.007502,-0.030278,0.024256,0.013415,0.024913
260,2.166667,4163,-0.004982,0.016043,0.018014,0.041667,0.018014,-0.000054,-0.026993,0.020971,0.005531,0.005859
260,2.166667,4164,0.006188,0.008487,0.013086,0.041010,0.010130,0.016700,-0.024036,0.019000,-0.008596,-0.005967
260,2.166667,4165,-0.003339,0.006845,0.008159,0.042981,0.011115,0.014072,-0.027321,0.024256,-0.023050,0.000274
260,2.166667,4166,0.003560,-0.003011,-0.000383,0.051523,0.009801,0.015715,-0.025678,0.021628,0.003888,0.006188
260,2.166667,4167,0.007173,-0.000383,0.004545,0.049880,0.001917,0.015386,-0.029621,0.023599,0.003231,-0.008267
260,2.166667,4168,0.013415,0.005202,0.006188,0.042324,0.010787,0.016700,-0.023707,0.025242,0.007173,-0.003339
260,2.166667,4169,0.029184,0.011115,0.003888,0.042653,0.006516,0.015058,-0.023707,0.026884,-0.007610,-0.016151
260,2.166667,4170,0.026556,0.014401,0.004545,0.043967,0.005531,0.010130,-0.028635,0.025899,-0.003668,0.003560
260,2.166667,4171,0.030826,0.019985,0.009473,0.047581,0.005202,0.009473,-0.028307,0.025242,-0.004982,-0.009910
260,2.166667,4172,0.032797,0.014401,0.006516,0.048238,0.004874,0.008159,-0.029621,0.024256,0.010130,0.002574
260,2.166667,4173,0.028855,0.013415,0.008816,0.048566,0.001588,0.008816,-0.026993,0.023270,0.005202,0.007502
260,2.166667,4174,0.022613,0.011115,0.009144,0.052837,-0.001040,0.000931,-0.032249,0.024585,0.032797,0.016700
260,2.166667,4175,0.009801,0.005202,-0.002354,0.053494,-0.002025,-0.000383,-0.030278,0.022942,0.035426,0.034112
261,2.175000,4176,-0.003668,-0.005639,0.013086,0.051194,-0.002682,-0.002354,-0.028964,0.022613,0.022942,0.023270
261,2.175000,4177,-0.008924,-0.017137,0.012758,0.046595,-0.005967,-0.000383,-0.028635,0.021956,0.035097,0.041010
261,2.175000,4178,-0.005639,-0.021408,0.017686,0.041010,0.000274,0.001260,-0.028964,0.022942,0.036411,0.044624
261,2.175000,4179,-0.006624,-0.024364,0.018671,0.042653,0.003560,0.009801,-0.029292,0.022613,0.034769,0.054151
261,2.175000,4180,-0.017466,-0.030606,0.019657,0.041667,0.004217,0.020642,-0.030278,0.019657,0.013415,0.055137
261,2.175000,4181,-0.028635,-0.039148,0.009144,0.049880,0.003560,0.027541,-0.030935,0.020971,0.025242,0.039039
261,2.175000,4182,-0.040462,-0.041119,0.009473,0.038711,-0.000383,0.028198,-0.033891,0.022285,0.039696,0.061378
261,2.175000,4183,-0.045718,-0.042433,0.010458,0.034112,0.007502,0.026227,-0.038491,0.021956,0.037397,0.059736
261,2.175000,4184,-0.052288,-0.037505,0.013744,0.031812,0.006516,0.027541,-0.032249,0.021628,0.025899,0.045281
261,2.175000,4185,-0.062472,-0.040462,0.010458,0.023928,0.008159,0.026227,-0.031920,0.019985,0.010787,0.085689
261,2.175000,4186,-0.067729,-0.042433,0.021628,0.012429,0.006516,0.029512,-0.030278,0.021299,0.023599,0.039368
261,2.175000,4187,-0.067729,-0.049660,0.024256,0.012101,0.002245,0.035426,-0.028964,0.021628,0.022285,0.038711
261,2.175000,4188,-0.067729,-0.054259,0.027541,0.012429,0.005531,0.027541,-0.035534,0.022613,0.023928,0.044624
261,2.175000,4189,-0.071342,-0.057545,0.027541,0.016043,0.006188,0.019000,-0.026007,0.022942,-0.000383,0.034769
261,2.175000,4190,-0.068057,-0.055573,0.022285,0.016043,0.006188,0.010130,-0.028635,0.020642,0.023928,0.029841
261,2.175000,4191,-0.052945,-0.040462,0.032469,0.013086,0.003560,-0.000383,-0.027650,0.020642,0.012101,0.020971
262,2.183333,4192,-0.031592,-0.023050,0.035754,0.008816,0.012758,-0.006624,-0.026664,0.025242,0.013415,0.017029
262,2.183333,4193,-0.015494,-0.016808,0.038382,0.006188,0.013744,-0.009910,-0.027321,0.023928,0.006188,0.019985
262,2.183333,4194,0.008159,-0.019437,0.041996,0.007502,0.014401,-0.016480,-0.025021,0.025242,-0.012866,0.016700
262,2.183333,4195,0.023270,-0.013195,0.041010,0.011115,0.011444,-0.025678,-0.026007,0.025570,-0.003996,0.033454
